Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Contratación directa,07/02/2020,85003320,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización de los servicios públicos domiciliarios, mediante la orientación personalizada a lo","Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización de los servicios públicos domiciliarios, mediante la orientación personalizada a los usuarios.",35086074,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1095575&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/01/2020,40007020,"Prestar servicios profesionales para realizar control y seguimiento desde el componente técnico a todos los temas trasversales de la Dirección, derivados de los procesos de inspección, vigilancia y co","Prestar servicios profesionales para realizar control y seguimiento desde el componente técnico a todos los temas trasversales de la Dirección, derivados de los procesos de inspección, vigilancia y control a los prestadores de los servicios de Acueducto y Alcantarillado.",57750000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1063663&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/12/2020,40024720,"Prestar servicios profesionales a la Dirección Técnica de Gestión de Acueducto Y Alcantarillado, en las actividades derivadas de los procesos de inspección, vigilancia y control, especialmente en la g","Prestar servicios profesionales a la Dirección Técnica de Gestión de
Acueducto Y Alcantarillado, en las actividades derivadas de los procesos de inspección, vigilancia y control, especialmente en la gestión de trámites relacionados con el Sistema Único de Información  SUI",2754000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1608832&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2019,40002319,"Prestar  sus servicios profesionales para apoyar al Grupo de Certificaciones e Información de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en todos los asuntos jurídicos relacio","Prestar  sus servicios profesionales para apoyar al Grupo de Certificaciones e Información de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en todos los asuntos jurídicos relacionados con los procedimientos de certificación de entidades territoriales del país, especialmente en la revisión de los actos administrativos.",65926653,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.679827&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/01/2020,40012020,"Prestar sus servicios de apoyo a la gestión en el proyecto de inversión DESARROLLO DEL MODELO DE INSPECCIÓN, VIGILANCIA Y CONTROL PARA LAS ORGANIZACIONES DE RECICLADORES FORMALIZADAS COMO PRESTADORES","Prestar sus servicios de apoyo a la gestión en el proyecto de inversión DESARROLLO DEL MODELO DE INSPECCIÓN, VIGILANCIA Y CONTROL PARA LAS ORGANIZACIONES DE RECICLADORES FORMALIZADAS COMO PRESTADORES DE LA ACTIVIDAD DE APROVECHAMIENTO NACIONAL para apoyar todas las actividades administrativas y asistenciales.",28763107,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1063657&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,17/01/2019,20000519,Prestar servicios profesionales en la dirección técnica de gestión de energía monitoreando y verificando los aspectos financieros afines con la prestación del servicio de energía eléctrica,Prestar servicios profesionales en la dirección técnica de gestión de energía monitoreando y verificando los aspectos financieros afines con la prestación del servicio de energía eléctrica,75019990,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.667909&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,05/02/2020,13004920,"Prestar servicios profesionales para efectuar el análisis y proyección de documentos en materia disciplinaria, así como actividades propias del Proceso de Gestión Jurídica.","Prestar servicios profesionales para efectuar el análisis y proyección de documentos en materia disciplinaria, así como actividades propias del Proceso de Gestión Jurídica.",35999990,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1087989&isFromPublicArea=True&isModal=true&asPopupView=true
Selección Abreviada de Menor Cuantía,29/02/2020,SSPD-SA-01-2020 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),"Realizar monitoreo permanente a la divulgación, en medios de comunicación masiva del país y redes sociales, de la información relacionada con la Superintendencia de Servicios Públicos Domiciliarios (M","Realizar monitoreo permanente a la divulgación, en medios de comunicación masiva del país y redes sociales, de la información relacionada con la Superintendencia de Servicios Públicos Domiciliarios; la prestación de los servicios bajo su vigilancia; y las demás noticias, artículos, editoriales, opiniones e informaciones relacionadas con el sector supervisado",94034867,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1139818&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/01/2019,13000819,Prestar servicios profesionales para la consolidación de lineamientos jurídicos y otras actividades relacionadas con el Sistema de Información Jurídica de la Superservicios - Proyecto de Mejoramiento,"Prestar servicios profesionales para la consolidación de lineamientos jurídicos y otras actividades relacionadas con el Sistema de Información Jurídica de la Superservicios - Proyecto de Mejoramiento Integral de la Gestión Institucional en la Superservicios Nacional, así como elaborar conceptos de alta complejidad, de acuerdo con el Procedimiento de Análisis y Acompañamiento Jurídico  Proceso de Gestión Jurídica.",110070441,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.703144&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,04/07/2018,SSPD-MC-820-03 DE 2018,"Contratar el mantenimiento preventivo y correctivo incluyendo el suministro de repuestos necesarios, que cubra los aspectos técnicos, mecánicos, eléctricos y electrónicos del funcionamiento de un (01)","Contratar el mantenimiento preventivo y correctivo incluyendo el suministro de repuestos necesarios que cubra los aspectos técnicos, mecánicos, eléctricos y electrónicos del funcionamiento de un (01) vehículo tipo camioneta marca Chevrolet Captiva de Placas - OQN-600 de propiedad de la Superservicios Sede Norte",9000000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.461379&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,03/10/2020,85005120,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización de los servicios públicos domiciliarios, mediante la orientación personalizada a lo","Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización de los servicios públicos domiciliarios, mediante la orientación personalizada a los usuarios de servicios públicos domiciliarios",9599007,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1482639&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/02/2019,40005419,"Prestar sus servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para proyectar y revisar  todos los actos administrativos re","Prestar sus servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para proyectar y revisar  todos los actos administrativos relacionados con el proceso de investigacion adelantado a los prestadores de acueducto, alcantarillado y aseo",40533322,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.740237&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2020,82002820,DTN 047 DE 2020,"Prestar servicios profesionales a la Dirección Territorial Norte, para realizar el estudio y desarrollo del proceso de enrutamiento de los tramites asignados, así mismo determinar la procedencia o no de los recursos, en consecuencia proyectar los actos de tramite pertinentes y accesorios resultantes del proceso, así mismo cuando se requiera, la atención y orientación personalizada y/o telefónica de usuarios.",20020000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1056894&isFromPublicArea=True&isModal=true&asPopupView=true
Selección abreviada subasta inversa,03/09/2019,SSPD-SA-012-2019 (Presentación de oferta),"Adquisición, puesta en producción y soporte de una solución tecnológica integral de copias de seguridad que permita fortalecer y mejorar el sistema actual, propiedad de la Superintendencia de Servicio","Adquisición, puesta en producción y soporte de una solución tecnológica integral de copias de seguridad que permita fortalecer y mejorar el sistema actual, propiedad de la Superintendencia de Servicios Públicos Domiciliarios",550000000,SECRETARIA GENERAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.920928&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/01/2020,60001020,"Prestar sus servicios profesionales a la Dirección de Entidades Intervenidas y en Liquidación en el desarrollo de las actividades del proceso de intervención, en especial en el seguimiento a los aspec","Prestar sus servicios profesionales a la Dirección de Entidades Intervenidas y en Liquidación en el desarrollo de las actividades del proceso de intervención, en especial en el seguimiento a los aspectos financieros de los procesos de toma de posesión que adelanta la Superservicios de conformidad con la Ley 142 de 1994",77000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1078518&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2021,84002321,"El CONTRATISTA se obliga a prestar sus servicios profesionales en la revisión, tipificación, clasificación, análisis de las solicitudes recibidas, la creación de expedientes virtuales; así mismo proye","El CONTRATISTA se obliga a prestar sus servicios profesionales en la revisión, tipificación, clasificación, análisis de las solicitudes recibidas, la creación de expedientes virtuales; así mismo proyectar las comunicaciones a usuario, empresa y requerimientos respectivos de acuerdo a ley 142 de 1994 para la reasignación de los recursos a fallo.",36630656,DIRECCION TERRITORIAL ORIENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1699853&isFromPublicArea=True&isModal=true&asPopupView=true
